Architecture,Hidden Layers,Final Train Accuracy,Final Test Accuracy,Convergence Epoch,Training Time,Train Losses,Test Losses,Train Accuracies,Test Accuracies
"[4, 8, 3]",1,0.8074074074074075,0.5333333333333333,200,0.03162503242492676,"[0.7745162485888243, 0.7658666406034627, 0.7539138530115266, 0.7394105830974489, 0.7231311825903866, 0.7058463014491356, 0.6882926709107475, 0.6711368966042098, 0.6549363209838324, 0.6401042017629383, 0.6268883815604351, 0.6153704362438458, 0.6054863883679905, 0.5970634131493245, 0.589863014728819, 0.583621371065615, 0.5780807978948821, 0.5730102790576582, 0.5682160212214574, 0.5635444682120796, 0.5588804511136077, 0.5541427163715349, 0.5492784263435522, 0.5442576248470918, 0.5390682022832851, 0.5337115880879486, 0.528199213135793, 0.5225496849425344, 0.5167865731058863, 0.5109366889584838, 0.505028747258481, 0.49909231028107676, 0.4931569313055397, 0.48725143299796647, 0.4814032754270845, 0.47563798749062625, 0.4699786532398255, 0.464445459594375, 0.4590553228450166, 0.45382161705839696, 0.4487540275423475, 0.443858547181155, 0.4391376237629142, 0.43459045406471175, 0.43021340744903597, 0.4260005500773853, 0.42194423226539035, 0.41803569711151023, 0.41426566873733367, 0.41062488297728894, 0.4071045312594655, 0.40369659846612765, 0.4003940863649545, 0.3971911244705947, 0.3940829789051313, 0.3910659763046331, 0.3881373637696168, 0.3852951273175838, 0.3825377905644499, 0.3798642129087145, 0.37727340287004946, 0.37476435800005425, 0.37233593843971785, 0.3699867771531978, 0.3677152264127702, 0.3655193374178419, 0.3633968680649496, 0.36134531281864013, 0.3593619482719298, 0.3574438881957585, 0.3555881425079794, 0.3537916754938522, 0.3520514596467571, 0.3503645225584565, 0.3487279852883212, 0.3471390915230522, 0.3455952275692675, 0.34409393378755326, 0.3426329084800563, 0.3412100054968986, 0.3398232269486846, 0.3384707124255405, 0.33715072605079355, 0.33586164256208495, 0.3346019334351357, 0.33337015386379737, 0.3321649311999976, 0.3309849552515551, 0.3298289706447169, 0.3286957712892612, 0.32758419684233464, 0.3264931309558966, 0.32542150101279516, 0.3243682790074628, 0.32333248320684177, 0.322313180232148, 0.3213094872282407, 0.3203205738299589, 0.3193456636888193, 0.31838403538403015, 0.317435022604271, 0.3164980135470951, 0.3155724495378017, 0.3146578229167107, 0.3137536742813064, 0.3128595891969007, 0.3119751945062279, 0.31110015437536126, 0.31023416621160893, 0.30937695658010483, 0.30852827723131815, 0.30768790133341745, 0.3068556199830181, 0.3060312390468551, 0.3052145763666445, 0.3044054593408638, 0.30360372288112997, 0.30280920772772807, 0.3020217590988485, 0.30124122564117206, 0.30046745864539753, 0.2997003114887766, 0.2989396392672713, 0.29818529858211, 0.2974371474488043, 0.2966950453006601, 0.2959588530630743, 0.2952284332791271, 0.2945036502709118, 0.2937843703245059, 0.2930704618893898, 0.29236179578541394, 0.2916582454121193, 0.2909596869563932, 0.29026599959516447, 0.2895770656902211, 0.28889277097236626, 0.28821300471212424, 0.28753765987414964, 0.28686663325246275, 0.2861998255836844, 0.2855371416356092, 0.28487849026875883, 0.2842237844689937, 0.28357294134981753, 0.2829258821236615, 0.28228253204214787, 0.28164282030607324, 0.2810066799465775, 0.2803740476796462, 0.2797448637366991, 0.27911907167451877, 0.27849661816815796, 0.27787745279072307, 0.2772615277840537, 0.27664879782431945, 0.2760392197864365, 0.2754327525109829, 0.2748293565769876, 0.27422899408358636, 0.27363162844312117, 0.2730372241878031, 0.2724457467915971, 0.27185716250853054, 0.27127143822818767, 0.27068854134874504, 0.27010843966753056, 0.2695311012887638, 0.26895649454785486, 0.2683845879514075, 0.2678153501318871, 0.2672487498157762, 0.26668475580394047, 0.2661233369628699, 0.2655644622254327, 0.2650081005997819, 0.264454221185082, 0.2639027931927686, 0.26335378597211984, 0.2628071690389914, 0.2622629121066549, 0.2617209851177708, 0.2611813582766225, 0.26064400208084176, 0.2601088873519495, 0.2595759852641419, 0.25904526737084355, 0.2585167056286479, 0.2579902724183529, 0.25746594056288613, 0.2569436833419944, 0.2564234745036454, 0.2559052882721567, 0.255389099353128, 0.2548748829353037, 0.254362614689541, 0.25385227076509226, 0.25334382778344444, 0.2528372628299779, 0.25233255344372474]","[0.7506791979180262, 0.7430540907362838, 0.7325655678684899, 0.7199233876410877, 0.7058597411260111, 0.6911014631623925, 0.676338083110969, 0.6621850004366755, 0.6491450682936039, 0.6375757360308997, 0.627670479349887, 0.6194608352768911, 0.6128394734622459, 0.6075983115121547, 0.603472053955062, 0.6001780177906797, 0.597446491318602, 0.5950398800227192, 0.5927618427548171, 0.5904590151655115, 0.5880180829178373, 0.5853604779852459, 0.5824362886176357, 0.5792183525046928, 0.5756970358259873, 0.5718758910026542, 0.5677682006840262, 0.5633943168848664, 0.5587796606678394, 0.5539532368351267, 0.548946525256781, 0.5437926271514646, 0.5385255661565097, 0.5331796678891827, 0.5277889663929257, 0.5223866100668286, 0.5170042619388835, 0.5116715078723343, 0.5064152999872273, 0.5012594701284526, 0.4962243491694561, 0.49132652266442833, 0.48657874300334314, 0.4819900045725011, 0.4775657736286761, 0.47330835083250605, 0.46921733352060807, 0.4652901381116032, 0.4615225410950252, 0.4579091996607472, 0.4544441193868068, 0.4511210453024317, 0.4479337627045199, 0.4448763040199697, 0.4419430667030775, 0.43912885390599626, 0.436428854096168, 0.43383857788732577, 0.43135377033523764, 0.42897031524031615, 0.42668414510350805, 0.4244911668223063, 0.4223872094690035, 0.4203679969571458, 0.41842914536125597, 0.41656618228359393, 0.41477458403000445, 0.41304982544780855, 0.41138743701083824, 0.4097830639883334, 0.40823252316555003, 0.40673185345480994, 0.4052773577202719, 0.4038656341337389, 0.4024935963037618, 0.40115848222317624, 0.399857852731059, 0.3985895806729823, 0.39735183227191173, 0.39614304240467146, 0.3949618855352805, 0.3938072440092885, 0.3926781752858423, 0.39157387949894057, 0.3904936685166132, 0.38943693742448143, 0.38840313911354113, 0.38739176241350115, 0.38640231399242986, 0.38543430404813694, 0.384487235651645, 0.38356059747118415, 0.3826538595073192, 0.38176647140538184, 0.38089786287812577, 0.3800474457661273, 0.37921461728164785, 0.37839876401869393, 0.37759926636277386, 0.37681550299334404, 0.3760468552354586, 0.3752927110804874, 0.374552468755462, 0.37382553977394534, 0.37311135144643715, 0.37240934886420096, 0.3717189963967206, 0.37103977876016375, 0.3703712017231018, 0.36971279251758415, 0.3690641000199468, 0.36842469475802647, 0.3677941687912527, 0.3671721354988015, 0.3665582292997894, 0.36595210531928885, 0.3653534390054331, 0.36476192569642335, 0.3641772801320418, 0.3635992359022192, 0.3630275448251265, 0.3624619762487956, 0.36190231627303077, 0.3613483668919223, 0.3607999450611706, 0.3602568816983229, 0.35971902062754124, 0.35918621748345575, 0.35865833859079366, 0.3581352598377476, 0.35761686556140987, 0.3571030474631124, 0.3565937035702477, 0.356088737259246, 0.35558805635199997, 0.35509157229530586, 0.35459919943002177, 0.35411085435375045, 0.35362645537808796, 0.3531459220789472, 0.35266917493624117, 0.3521961350573692, 0.35172672397749793, 0.35126086352859887, 0.35079847576855705, 0.3503394829613916, 0.34988380759967014, 0.3494313724605098, 0.348982100687087, 0.34853591588826066, 0.34809274224970704, 0.34765250465081304, 0.34721512878244143, 0.34678054126152985, 0.3463486697392909, 0.34591944300052047, 0.3454927910521919, 0.3450686452000964, 0.3446469381127955, 0.3442276038725769, 0.3438105780134553, 0.34339579754654576, 0.3429832009733631, 0.34257272828777807, 0.342164320967494, 0.3417579219560085, 0.34135347563609086, 0.3409509277958512, 0.34055022558850195, 0.3401513174869129, 0.3397541532340535, 0.3393586837903862, 0.33896486127923836, 0.3385726389311228, 0.33818197102791864, 0.3377928128477449, 0.33740512061128053, 0.33701885143018884, 0.3366339632582144, 0.336250414845413, 0.3358681656958824, 0.3354871760292522, 0.33510740674609985, 0.334728819397363, 0.3343513761577316, 0.33397503980292564, 0.33359977369069477, 0.3332255417453137, 0.3328523084453048, 0.33248003881407484, 0.33210869841313184, 0.33173825333752854, 0.33136867021317407, 0.3309999161956582, 0.3306319589702432, 0.33026476675269434, 0.32989830829064687, 0.32953255286522987, 0.32916747029270316, 0.32880303092589214]","[0.22962962962962963, 0.23703703703703705, 0.2518518518518518, 0.26666666666666666, 0.2962962962962963, 0.3037037037037037, 0.31851851851851853, 0.32592592592592595, 0.32592592592592595, 0.24444444444444444, 0.014814814814814815, 0.014814814814814815, 0.007407407407407408, 0.007407407407407408, 0.014814814814814815, 0.014814814814814815, 0.014814814814814815, 0.02962962962962963, 0.02962962962962963, 0.044444444444444446, 0.08888888888888889, 0.13333333333333333, 0.14814814814814814, 0.2074074074074074, 0.2222222222222222, 0.2814814814814815, 0.2962962962962963, 0.31851851851851853, 0.3333333333333333, 0.3333333333333333, 0.34814814814814815, 0.3851851851851852, 0.4740740740740741, 0.5333333333333333, 0.5555555555555556, 0.5703703703703704, 0.5925925925925926, 0.6074074074074074, 0.6148148148148148, 0.6296296296296297, 0.6370370370370371, 0.6370370370370371, 0.6444444444444445, 0.6518518518518519, 0.6592592592592592, 0.6592592592592592, 0.6592592592592592, 0.6592592592592592, 0.6592592592592592, 0.6592592592592592, 0.6592592592592592, 0.6592592592592592, 0.6592592592592592, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6814814814814815, 0.674074074074074, 0.674074074074074, 0.674074074074074, 0.674074074074074, 0.674074074074074, 0.674074074074074, 0.674074074074074, 0.674074074074074, 0.674074074074074, 0.674074074074074, 0.674074074074074, 0.6814814814814815, 0.6814814814814815, 0.6814814814814815, 0.6814814814814815, 0.6814814814814815, 0.6814814814814815, 0.6888888888888889, 0.7111111111111111, 0.7111111111111111, 0.7111111111111111, 0.7111111111111111, 0.7111111111111111, 0.7037037037037037, 0.7037037037037037, 0.7037037037037037, 0.7037037037037037, 0.7111111111111111, 0.7185185185185186, 0.7185185185185186, 0.7185185185185186, 0.725925925925926, 0.725925925925926, 0.725925925925926, 0.725925925925926, 0.725925925925926, 0.725925925925926, 0.725925925925926, 0.7185185185185186, 0.7185185185185186, 0.725925925925926, 0.725925925925926, 0.7333333333333333, 0.7333333333333333, 0.7333333333333333, 0.7481481481481481, 0.7481481481481481, 0.7481481481481481, 0.7481481481481481, 0.7481481481481481, 0.7481481481481481, 0.7481481481481481, 0.7481481481481481, 0.7481481481481481, 0.7481481481481481, 0.7481481481481481, 0.7481481481481481, 0.7481481481481481, 0.7481481481481481, 0.7481481481481481, 0.7481481481481481, 0.7481481481481481, 0.7481481481481481, 0.7481481481481481, 0.7481481481481481, 0.7555555555555555, 0.7555555555555555, 0.7555555555555555, 0.7555555555555555, 0.762962962962963, 0.762962962962963, 0.762962962962963, 0.762962962962963, 0.762962962962963, 0.762962962962963, 0.762962962962963, 0.762962962962963, 0.762962962962963, 0.762962962962963, 0.762962962962963, 0.762962962962963, 0.762962962962963, 0.7703703703703704, 0.7703703703703704, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7851851851851852, 0.7925925925925926, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8074074074074075, 0.8074074074074075, 0.8074074074074075, 0.8074074074074075, 0.8074074074074075, 0.8074074074074075, 0.8074074074074075]","[0.26666666666666666, 0.3333333333333333, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.13333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.2, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.4, 0.4, 0.4666666666666667, 0.4666666666666667, 0.4666666666666667, 0.4666666666666667, 0.4666666666666667, 0.4666666666666667, 0.4666666666666667, 0.4666666666666667, 0.4666666666666667, 0.4666666666666667, 0.5333333333333333, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333]"
"[4, 3, 3, 3]",2,0.34074074074074073,0.26666666666666666,200,0.0382542610168457,"[0.7495150279516319, 0.7452349604923555, 0.739317589565166, 0.7321238583182033, 0.7240126378788544, 0.7153273108159552, 0.7063849554604674, 0.6974679092551509, 0.6888176299376221, 0.6806308521816635, 0.6730580410200587, 0.6662040742531238, 0.6601309637837028, 0.6548622840781734, 0.6503888534035805, 0.646675142213534, 0.643665879254433, 0.6412923868625178, 0.6394782844845107, 0.638144328360045, 0.6372122812932857, 0.6366078120087891, 0.6362624999789821, 0.6361150678115606, 0.6361119834543987, 0.636207575194261, 0.6363637905578876, 0.6365497116469292, 0.6367409185298558, 0.6369187719492216, 0.6370696684090891, 0.6371843054027854, 0.6372569822497843, 0.6372849525141983, 0.6372678368932092, 0.6372071003583033, 0.6371055937872825, 0.6369671579711649, 0.6367962864083617, 0.6365978424611922, 0.6363768260544226, 0.6361381849968287, 0.6358866660979614, 0.6356267014570895, 0.6353623255670047, 0.6350971191671344, 0.6348341760765477, 0.6345760895257874, 0.6343249547813858, 0.6340823851172254, 0.6338495384339086, 0.633627152063756, 0.6334155835279893, 0.6332148552368821, 0.6330247013452192, 0.632844615195392, 0.6326738959989063, 0.6325116936231014, 0.632357050561662, 0.6322089403726643, 0.6320663020636745, 0.6319280700868518, 0.6317931997753689, 0.631660688203224, 0.6315295905817603, 0.6313990324165392, 0.6312682177369889, 0.6311364337784727, 0.6310030525427819, 0.6308675296898526, 0.6307294012224907, 0.6305882784192566, 0.6304438414508181, 0.6302958320846082, 0.6301440458440868, 0.6299883239448474, 0.6298285452825072, 0.6296646186989463, 0.6294964757057664, 0.6293240637983831, 0.6291473404521045, 0.6289662678537561, 0.6287808083894643, 0.6285909208814047, 0.628396557543698, 0.6281976616100963, 0.6279941655733017, 0.6277859899673227, 0.627573042619674, 0.627355218298933, 0.6271323986846147, 0.6269044525899509, 0.6266712363734422, 0.6264325944814941, 0.6261883600716108, 0.6259383556731363, 0.6256823938500731, 0.6254202778378086, 0.6251518021324629, 0.6248767530178586, 0.6245949090207394, 0.6243060412897427, 0.6240099138977664, 0.623706284070752, 0.6233949023485836, 0.623075512685809, 0.6227478525012977, 0.622411652686831, 0.6220666375850337, 0.6217125249470966, 0.6213490258804583, 0.6209758447960988, 0.6205926793643943, 0.6201992204876597, 0.619795152296604, 0.6193801521769955, 0.618953890831903, 0.6185160323839773, 0.6180662345213928, 0.6176041486902859, 0.6171294203358199, 0.6166416891933798, 0.6161405896308578, 0.6156257510425167, 0.6150967982945315, 0.6145533522219684, 0.6139950301766951, 0.6134214466254726, 0.612832213797292, 0.612226942378841, 0.6116052422568253, 0.6109667233057171, 0.6103109962193434, 0.6096376733845608, 0.6089463697950781, 0.6082367040032928, 0.607508299107781, 0.6067607837738488, 0.6059937932842883, 0.605206970617219, 0.6043999675476077, 0.6035724457687813, 0.6027240780299646, 0.6018545492856082, 0.6009635578520194, 0.6000508165665873, 0.599116053944705, 0.5981590153293411, 0.5971794640281105, 0.5961771824326445, 0.5951519731150556, 0.5941036598963468, 0.5930320888817157, 0.5919371294578523, 0.5908186752475189, 0.5896766450169237, 0.5885109835316409, 0.5873216623570965, 0.5861086805998973, 0.5848720655865401, 0.5836118734762742, 0.5823281898051108, 0.5810211299581518, 0.5796908395675658, 0.5783374948336483, 0.5769613027664906, 0.5755625013458358, 0.5741413595967312, 0.5726981775786266, 0.5712332862855944, 0.5697470474554083, 0.568239853285315, 0.5667121260524718, 0.5651643176372452, 0.5635969089478492, 0.5620104092451842, 0.5604053553672093, 0.558782310852743, 0.5571418649652486, 0.5554846316178997, 0.5538112482020342, 0.5521223743219804, 0.5504186904401489, 0.5487008964372132, 0.5469697100931343, 0.5452258654956812, 0.5434701113839576, 0.5417032094352303, 0.539925932504048, 0.5381390628232321, 0.5363433901767939, 0.5345397100551702, 0.5327288218033797, 0.5309115267727608, 0.5290886264868842, 0.5272609208320154, 0.5254292062821663, 0.5235942741683101, 0.521756909000766, 0.5199178868530898]","[0.7680637659884518, 0.7634203998405932, 0.7569883556384298, 0.7491478514572858, 0.7402764716304587, 0.7307358571976599, 0.7208609582085495, 0.710951601114963, 0.7012662796107021, 0.6920181699482751, 0.683373387510512, 0.6754514410987704, 0.6683277234726621, 0.6620377343217138, 0.6565826042530041, 0.6519354090326109, 0.6480477503137957, 0.644856131463557, 0.6422877581352127, 0.6402655182108832, 0.6387120203405267, 0.637552676527112, 0.6367178926018247, 0.6361444793013602, 0.6357764196171207, 0.6355651313515318, 0.6354693540602957, 0.6354547725948889, 0.6354934696868061, 0.635563280376257, 0.6356471032954789, 0.6357322086720961, 0.6358095706188313, 0.6358732416635161, 0.6359197802099946, 0.6359477363051311, 0.6359571973238703, 0.6359493926177843, 0.6359263545024648, 0.6358906319421327, 0.6358450527352949, 0.6357925297679456, 0.6357359068729569, 0.6356778399382024, 0.6356207090872478, 0.6355665579785531, 0.6355170565087943, 0.6354734834494191, 0.63543672578595, 0.6354072917643552, 0.6353853348782555, 0.6353706862564791, 0.6353628931345974, 0.6353612613184422, 0.6353648997733605, 0.6353727657003804, 0.6353837086887838, 0.6353965127621495, 0.6354099353592618, 0.6354227425094064, 0.6354337396701134, 0.6354417978910577, 0.6354458751473696, 0.6354450328463224, 0.6354384476510689, 0.6354254188823238, 0.6354053718528888, 0.6353778575607695, 0.6353425492150268, 0.6352992360958963, 0.6352478152589593, 0.6351882815846314, 0.6351207166515216, 0.6350452768780755, 0.6349621813340981, 0.6348716995749495, 0.634774139798917, 0.6346698375747355, 0.6345591453334184, 0.6344424227680837, 0.6343200282386197, 0.6341923112357561, 0.6340596059220368, 0.633922225735681, 0.6337804590174376, 0.6336345656001794, 0.6334847742858583, 0.6333312811241039, 0.6331742484007102, 0.6330138042419252, 0.632850042741254, 0.6326830245188136, 0.632512777628572, 0.6323392987355211, 0.6321625544925318, 0.6319824830548486, 0.6317989956786062, 0.6316119783580393, 0.6314212934640234, 0.6312267813540213, 0.6310282619303105, 0.6308255361294468, 0.6306183873312298, 0.6304065826799959, 0.630189874314855, 0.6299680005085815, 0.6297406867173122, 0.6295076465450355, 0.6292685826281984, 0.6290231874466184, 0.6287711440674022, 0.6285121268287603, 0.6282458019705661, 0.6279718282182791, 0.6276898573264981, 0.6273995345879695, 0.6271004993133976, 0.6267923852869074, 0.6264748212015332, 0.6261474310786558, 0.625809834674918, 0.6254616478797914, 0.625102483106696, 0.624731949680335, 0.6243496542227465, 0.6239552010404544, 0.62354819251503, 0.623128229499345, 0.6226949117217906, 0.6222478382007535, 0.6217866076716753, 0.6213108190290387, 0.6208200717856645, 0.6203139665517102, 0.6197921055357598, 0.6192540930703694, 0.6186995361643791, 0.6181280450842276, 0.6175392339663829, 0.6169327214628725, 0.61630813142171, 0.615665093603819, 0.6150032444378094, 0.6143222278137035, 0.613621695916417, 0.6129013100994672, 0.6121607417990542, 0.611399673488271, 0.6106177996708106, 0.6098148279131125, 0.6089904799134281, 0.6081444926058165, 0.6072766192965514, 0.6063866308298823, 0.6054743167794971, 0.6045394866614243, 0.603581971163437, 0.602601623385349, 0.6015983200838477, 0.6005719629147788, 0.599522479665018, 0.5984498254653132, 0.5973539839747067, 0.5962349685264455, 0.5950928232245923, 0.5939276239799702, 0.592739479473565, 0.591528532035153, 0.590294958424694, 0.5890389705040017, 0.5877608157863639, 0.58646077785217, 0.5851391766192198, 0.5837963684572457, 0.5824327461372889, 0.5810487386079008, 0.5796448105917089, 0.5782214619976569, 0.5767792271461593, 0.5753186738065004, 0.573840402047986, 0.5723450429085912, 0.5708332568870957, 0.5693057322669052, 0.5677631832818741, 0.5662063481364376, 0.5646359868941655, 0.5630528792504592, 0.5614578222064611, 0.5598516276623389, 0.5582351199489022, 0.5566091333170189, 0.5549745094044924, 0.553332094699984, 0.5516827380231715, 0.5500272880397119, 0.5483665908286739, 0.5467014875190114, 0.5450328120103524, 0.5433613887919329]","[0.0, 0.0, 0.0, 0.0, 0.2, 0.34074074074074073, 0.34074074074074073, 0.34074074074074073, 0.34074074074074073, 0.34074074074074073, 0.34074074074074073, 0.07407407407407407, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014814814814814815, 0.05925925925925926, 0.13333333333333333, 0.2074074074074074, 0.2518518518518518, 0.3037037037037037, 0.3037037037037037, 0.31851851851851853, 0.32592592592592595, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.34074074074074073, 0.34074074074074073, 0.34074074074074073, 0.34074074074074073, 0.34074074074074073, 0.34074074074074073, 0.34074074074074073, 0.34074074074074073, 0.34074074074074073, 0.34074074074074073, 0.34074074074074073, 0.34074074074074073, 0.34074074074074073]","[0.0, 0.0, 0.0, 0.0, 0.13333333333333333, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06666666666666667, 0.06666666666666667, 0.13333333333333333, 0.13333333333333333, 0.2, 0.2, 0.2, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666]"
